time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Histogram,MACD,Signal
2024-08-02T12:19:00-04:00,5.0451201692814704,5.0451201692814704,5,5,5.036654359587813,5.202234806760823,5.1226222451790635,0,0,20023,20054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00838636277208385,-0.03380598143975444,-0.04219234421183829
2024-08-02T12:34:00-04:00,5.022560084640736,5.022560084640736,4.85,4.85,5.00271720329912,5.196857176123253,5.116026545698925,0,0,20023,20055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0033583420344465847,-0.04639027175489652,-0.04303192972044993
2024-08-02T12:43:00-04:00,4.936280042320368,5,4.936280042320368,5,5.002223166335644,5.19385172305267,5.114109385327165,0,0,20023,20056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0005786821737551948,-0.04375528243764393,-0.04317660026388873
2024-08-02T13:30:00-04:00,4.968140021160184,5.2872,4.968140021160184,5.2872,5.054037136092799,5.195276887586217,5.116922951885566,0,0,20023,20057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0199159561230925,-0.01828165511002311,-0.03819761123311561
2024-08-02T13:50:00-04:00,5.127670010580092,5.127670010580092,5,5,5.044212202257745,5.192295561058183,5.115052783109405,0,0,20023,20058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013737378312800981,-0.021025888342114385,-0.034763266654915366
2024-08-02T13:53:00-04:00,5.063835005290046,5.2451,5.063835005290046,5.2451,5.0807372563927,5.193101735698516,5.117100125944584,0,0,20023,20059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025103268837234443,-0.0033841806083723114,-0.028487449445606754
2024-08-02T13:54:00-04:00,5.154467502645023,5.154467502645023,5,5,5.066057755230391,5.190153617596248,5.115285182889027,0,0,20023,20060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015529239227536781,-0.009075900411185778,-0.02460513963872256
2024-08-02T13:56:00-04:00,5.077233751322511,5.077233751322511,5.05,5.055,5.06404725427941,5.188090203587145,5.1134726398075765,0,0,20023,20061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01244864643814586,-0.009044331591040233,-0.021492978029186094
2024-08-02T14:03:00-04:00,5.066116875661256,5.066116875661256,5.04,5.04,5.059675026228608,5.185829284448411,5.112384478672986,0,0,20023,20062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00910389436283423,-0.010113110075643306,-0.019217004438477535
2024-08-02T14:06:00-04:00,5.053058437830628,5.053058437830628,5.04,5.04,5.056097748732498,5.183602883159122,5.111328079392878,0,0,20023,20063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006705425135934567,-0.010835223018559326,-0.017540648154493892
